Sno,year,state,month,number,date
4065,1998,Piau,Janeiro,0,01-01-1998
4066,1999,Piau,Janeiro,21,01-01-1999
4067,2000,Piau,Janeiro,5,01-01-2000
4068,2001,Piau,Janeiro,29,01-01-2001
4069,2002,Piau,Janeiro,33,01-01-2002
4070,2003,Piau,Janeiro,86,01-01-2003
4071,2004,Piau,Janeiro,42,01-01-2004
4072,2005,Piau,Janeiro,94,01-01-2005
4073,2006,Piau,Janeiro,133,01-01-2006
4074,2007,Piau,Janeiro,123,01-01-2007
4075,2008,Piau,Janeiro,61,01-01-2008
4076,2009,Piau,Janeiro,79,01-01-2009
4077,2010,Piau,Janeiro,99,01-01-2010
4078,2011,Piau,Janeiro,39,01-01-2011
4079,2012,Piau,Janeiro,80,01-01-2012
4080,2013,Piau,Janeiro,72,01-01-2013
4081,2014,Piau,Janeiro,79,01-01-2014
4082,2015,Piau,Janeiro,92,01-01-2015
4083,2016,Piau,Janeiro,94,01-01-2016
4084,2017,Piau,Janeiro,85,01-01-2017
4085,1998,Piau,Fevereiro,0,01-01-1998
4086,1999,Piau,Fevereiro,22,01-01-1999
4087,2000,Piau,Fevereiro,12,01-01-2000
4088,2001,Piau,Fevereiro,0,01-01-2001
4089,2002,Piau,Fevereiro,160,01-01-2002
4090,2003,Piau,Fevereiro,3,01-01-2003
4091,2004,Piau,Fevereiro,20,01-01-2004
4092,2005,Piau,Fevereiro,26,01-01-2005
4093,2006,Piau,Fevereiro,23,01-01-2006
4094,2007,Piau,Fevereiro,11,01-01-2007
4095,2008,Piau,Fevereiro,21,01-01-2008
4096,2009,Piau,Fevereiro,19,01-01-2009
4097,2010,Piau,Fevereiro,54,01-01-2010
4098,2011,Piau,Fevereiro,11,01-01-2011
4099,2012,Piau,Fevereiro,31,01-01-2012
4100,2013,Piau,Fevereiro,68,01-01-2013
4101,2014,Piau,Fevereiro,14,01-01-2014
4102,2015,Piau,Fevereiro,38,01-01-2015
4103,2016,Piau,Fevereiro,97,01-01-2016
4104,2017,Piau,Fevereiro,24,01-01-2017
4105,1998,Piau,Março,0,01-01-1998
4106,1999,Piau,Março,4,01-01-1999
4107,2000,Piau,Março,14,01-01-2000
4108,2001,Piau,Março,2,01-01-2001
4109,2002,Piau,Março,63,01-01-2002
4110,2003,Piau,Março,15,01-01-2003
4111,2004,Piau,Março,27,01-01-2004
4112,2005,Piau,Março,13,01-01-2005
4113,2006,Piau,Março,18,01-01-2006
4114,2007,Piau,Março,31,01-01-2007
4115,2008,Piau,Março,4,01-01-2008
4116,2009,Piau,Março,17,01-01-2009
4117,2010,Piau,Março,47,01-01-2010
4118,2011,Piau,Março,15,01-01-2011
4119,2012,Piau,Março,71,01-01-2012
4120,2013,Piau,Março,14,01-01-2013
4121,2014,Piau,Março,88,01-01-2014
4122,2015,Piau,Março,35,01-01-2015
4123,2016,Piau,Março,53,01-01-2016
4124,2017,Piau,Março,25,01-01-2017
4125,1998,Piau,Abril,0,01-01-1998
4126,1999,Piau,Abril,10,01-01-1999
4127,2000,Piau,Abril,15,01-01-2000
4128,2001,Piau,Abril,1,01-01-2001
4129,2002,Piau,Abril,87,01-01-2002
4130,2003,Piau,Abril,22,01-01-2003
4131,2004,Piau,Abril,10,01-01-2004
4132,2005,Piau,Abril,3,01-01-2005
4133,2006,Piau,Abril,1,01-01-2006
4134,2007,Piau,Abril,9,01-01-2007
4135,2008,Piau,Abril,7,01-01-2008
4136,2009,Piau,Abril,8,01-01-2009
4137,2010,Piau,Abril,56,01-01-2010
4138,2011,Piau,Abril,16,01-01-2011
4139,2012,Piau,Abril,119,01-01-2012
4140,2013,Piau,Abril,34,01-01-2013
4141,2014,Piau,Abril,63,01-01-2014
4142,2015,Piau,Abril,50,01-01-2015
4143,2016,Piau,Abril,35,01-01-2016
4144,2017,Piau,Abril,25,01-01-2017
4145,1998,Piau,Maio,0,01-01-1998
4146,1999,Piau,Maio,8,01-01-1999
4147,2000,Piau,Maio,25,01-01-2000
4148,2001,Piau,Maio,36,01-01-2001
4149,2002,Piau,Maio,84,01-01-2002
4150,2003,Piau,Maio,13,01-01-2003
4151,2004,Piau,Maio,80,01-01-2004
4152,2005,Piau,Maio,22,01-01-2005
4153,2006,Piau,Maio,0,01-01-2006
4154,2007,Piau,Maio,52,01-01-2007
4155,2008,Piau,Maio,12,01-01-2008
4156,2009,Piau,Maio,12,01-01-2009
4157,2010,Piau,Maio,231,01-01-2010
4158,2011,Piau,Maio,77,01-01-2011
4159,2012,Piau,Maio,334,01-01-2012
4160,2013,Piau,Maio,40,01-01-2013
4161,2014,Piau,Maio,138,01-01-2014
4162,2015,Piau,Maio,66,01-01-2015
4163,2016,Piau,Maio,60,01-01-2016
4164,2017,Piau,Maio,36,01-01-2017
4165,1998,Piau,Junho,46,01-01-1998
4166,1999,Piau,Junho,47,01-01-1999
4167,2000,Piau,Junho,18,01-01-2000
4168,2001,Piau,Junho,87,01-01-2001
4169,2002,Piau,Junho,161,01-01-2002
4170,2003,Piau,Junho,88,01-01-2003
4171,2004,Piau,Junho,239,01-01-2004
4172,2005,Piau,Junho,171,01-01-2005
4173,2006,Piau,Junho,40,01-01-2006
4174,2007,Piau,Junho,303,01-01-2007
4175,2008,Piau,Junho,33,01-01-2008
4176,2009,Piau,Junho,56,01-01-2009
4177,2010,Piau,Junho,208,01-01-2010
4178,2011,Piau,Junho,462,01-01-2011
4179,2012,Piau,Junho,834,01-01-2012
4180,2013,Piau,Junho,263,01-01-2013
4181,2014,Piau,Junho,373,01-01-2014
4182,2015,Piau,Junho,283,01-01-2015
4183,2016,Piau,Junho,153,01-01-2016
4184,2017,Piau,Junho,193,01-01-2017
4185,1998,Piau,Julho,189,01-01-1998
4186,1999,Piau,Julho,123,01-01-1999
4187,2000,Piau,Julho,75,01-01-2000
4188,2001,Piau,Julho,337,01-01-2001
4189,2002,Piau,Julho,534,01-01-2002
4190,2003,Piau,Julho,407,01-01-2003
4191,2004,Piau,Julho,564,01-01-2004
4192,2005,Piau,Julho,445,01-01-2005
4193,2006,Piau,Julho,150,01-01-2006
4194,2007,Piau,Julho,919,01-01-2007
4195,2008,Piau,Julho,97,01-01-2008
4196,2009,Piau,Julho,302,01-01-2009
4197,2010,Piau,Julho,1.696,01-01-2010
4198,2011,Piau,Julho,864,01-01-2011
4199,2012,Piau,Julho,1.755,01-01-2012
4200,2013,Piau,Julho,361,01-01-2013
4201,2014,Piau,Julho,1.177,01-01-2014
4202,2015,Piau,Julho,690,01-01-2015
4203,2016,Piau,Julho,754,01-01-2016
4204,2017,Piau,Julho,643,01-01-2017
4205,1998,Piau,Agosto,711,01-01-1998
4206,1999,Piau,Agosto,499,01-01-1999
4207,2000,Piau,Agosto,415,01-01-2000
4208,2001,Piau,Agosto,1.133,01-01-2001
4209,2002,Piau,Agosto,2.28,01-01-2002
4210,2003,Piau,Agosto,864,01-01-2003
4211,2004,Piau,Agosto,1.002,01-01-2004
4212,2005,Piau,Agosto,943,01-01-2005
4213,2006,Piau,Agosto,911,01-01-2006
4214,2007,Piau,Agosto,3.551,01-01-2007
4215,2008,Piau,Agosto,290,01-01-2008
4216,2009,Piau,Agosto,790,01-01-2009
4217,2010,Piau,Agosto,4.035,01-01-2010
4218,2011,Piau,Agosto,1.958,01-01-2011
4219,2012,Piau,Agosto,3.614,01-01-2012
4220,2013,Piau,Agosto,1.015,01-01-2013
4221,2014,Piau,Agosto,2.265,01-01-2014
4222,2015,Piau,Agosto,2.057,01-01-2015
4223,2016,Piau,Agosto,1.647,01-01-2016
4224,2017,Piau,Agosto,1.572,01-01-2017
4225,1998,Piau,Setembro,1.991,01-01-1998
4226,1999,Piau,Setembro,872,01-01-1999
4227,2000,Piau,Setembro,1.099,01-01-2000
4228,2001,Piau,Setembro,2.401,01-01-2001
4229,2002,Piau,Setembro,2.475,01-01-2002
4230,2003,Piau,Setembro,3.399,01-01-2003
4231,2004,Piau,Setembro,2.662,01-01-2004
4232,2005,Piau,Setembro,3.136,01-01-2005
4233,2006,Piau,Setembro,1.618,01-01-2006
4234,2007,Piau,Setembro,4.078,01-01-2007
4235,2008,Piau,Setembro,1.472,01-01-2008
4236,2009,Piau,Setembro,1.709,01-01-2009
4237,2010,Piau,Setembro,5.392,01-01-2010
4238,2011,Piau,Setembro,4.402,01-01-2011
4239,2012,Piau,Setembro,4.479,01-01-2012
4240,2013,Piau,Setembro,2.311,01-01-2013
4241,2014,Piau,Setembro,2.536,01-01-2014
4242,2015,Piau,Setembro,5.828,01-01-2015
4243,2016,Piau,Setembro,1.394,01-01-2016
4244,2017,Piau,Setembro,3.422,01-01-2017
4245,1998,Piau,Outubro,2.586,01-01-1998
4246,1999,Piau,Outubro,1.438,01-01-1999
4247,2000,Piau,Outubro,2.558,01-01-2000
4248,2001,Piau,Outubro,3.742,01-01-2001
4249,2002,Piau,Outubro,2.757,01-01-2002
4250,2003,Piau,Outubro,2.332,01-01-2003
4251,2004,Piau,Outubro,2.144,01-01-2004
4252,2005,Piau,Outubro,3.263,01-01-2005
4253,2006,Piau,Outubro,1.443,01-01-2006
4254,2007,Piau,Outubro,2.331,01-01-2007
4255,2008,Piau,Outubro,1.83,01-01-2008
4256,2009,Piau,Outubro,913,01-01-2009
4257,2010,Piau,Outubro,3.863,01-01-2010
4258,2011,Piau,Outubro,1.484,01-01-2011
4259,2012,Piau,Outubro,2.506,01-01-2012
4260,2013,Piau,Outubro,1.269,01-01-2013
4261,2014,Piau,Outubro,1.788,01-01-2014
4262,2015,Piau,Outubro,4.068,01-01-2015
4263,2016,Piau,Outubro,2.598,01-01-2016
4264,2017,Piau,Outubro,3.004,01-01-2017
4265,1998,Piau,Novembro,424,01-01-1998
4266,1999,Piau,Novembro,334,01-01-1999
4267,2000,Piau,Novembro,450,01-01-2000
4268,2001,Piau,Novembro,1.484,01-01-2001
4269,2002,Piau,Novembro,1.174,01-01-2002
4270,2003,Piau,Novembro,1.248,01-01-2003
4271,2004,Piau,Novembro,1.798,01-01-2004
4272,2005,Piau,Novembro,1.599,01-01-2005
4273,2006,Piau,Novembro,740,01-01-2006
4274,2007,Piau,Novembro,939,01-01-2007
4275,2008,Piau,Novembro,594,01-01-2008
4276,2009,Piau,Novembro,1.336,01-01-2009
4277,2010,Piau,Novembro,1.417,01-01-2010
4278,2011,Piau,Novembro,825,01-01-2011
4279,2012,Piau,Novembro,447,01-01-2012
4280,2013,Piau,Novembro,640,01-01-2013
4281,2014,Piau,Novembro,717,01-01-2014
4282,2015,Piau,Novembro,897,01-01-2015
4283,2016,Piau,Novembro,1.126,01-01-2016
4284,2017,Piau,Novembro,449,01-01-2017
4285,1998,Piau,Dezembro,119,01-01-1998
4286,1999,Piau,Dezembro,74,01-01-1999
4287,2000,Piau,Dezembro,79,01-01-2000
4288,2001,Piau,Dezembro,230,01-01-2001
4289,2002,Piau,Dezembro,373,01-01-2002
4290,2003,Piau,Dezembro,459,01-01-2003
4291,2004,Piau,Dezembro,788,01-01-2004
4292,2005,Piau,Dezembro,486,01-01-2005
4293,2006,Piau,Dezembro,339,01-01-2006
4294,2007,Piau,Dezembro,317,01-01-2007
4295,2008,Piau,Dezembro,329,01-01-2008
4296,2009,Piau,Dezembro,570,01-01-2009
4297,2010,Piau,Dezembro,357,01-01-2010
4298,2011,Piau,Dezembro,362,01-01-2011
4299,2012,Piau,Dezembro,334,01-01-2012
4300,2013,Piau,Dezembro,468,01-01-2013
4301,2014,Piau,Dezembro,346,01-01-2014
4302,2015,Piau,Dezembro,626,01-01-2015
4303,2016,Piau,Dezembro,374,01-01-2016
4304,1998,Rio,Janeiro,0,01-01-1998
4305,1999,Rio,Janeiro,0,01-01-1999
4306,2000,Rio,Janeiro,0,01-01-2000
4307,2001,Rio,Janeiro,0,01-01-2001
4308,2002,Rio,Janeiro,0,01-01-2002
4309,2003,Rio,Janeiro,0,01-01-2003
4310,2004,Rio,Janeiro,1,01-01-2004
4311,2005,Rio,Janeiro,5,01-01-2005
4312,2006,Rio,Janeiro,12,01-01-2006
4313,2007,Rio,Janeiro,0,01-01-2007
4314,2008,Rio,Janeiro,1,01-01-2008
4315,2009,Rio,Janeiro,3,01-01-2009
4316,2010,Rio,Janeiro,13,01-01-2010
4317,2011,Rio,Janeiro,10,01-01-2011
4318,2012,Rio,Janeiro,12,01-01-2012
4319,2013,Rio,Janeiro,9,01-01-2013
4320,2014,Rio,Janeiro,35,01-01-2014
4321,2015,Rio,Janeiro,97,01-01-2015
4322,2016,Rio,Janeiro,9,01-01-2016
4323,2017,Rio,Janeiro,15,01-01-2017
4324,1998,Rio,Fevereiro,0,01-01-1998
4325,1999,Rio,Fevereiro,0,01-01-1999
4326,2000,Rio,Fevereiro,1,01-01-2000
4327,2001,Rio,Fevereiro,3,01-01-2001
4328,2002,Rio,Fevereiro,1,01-01-2002
4329,2003,Rio,Fevereiro,10,01-01-2003
4330,2004,Rio,Fevereiro,8,01-01-2004
4331,2005,Rio,Fevereiro,4,01-01-2005
4332,2006,Rio,Fevereiro,7,01-01-2006
4333,2007,Rio,Fevereiro,15,01-01-2007
4334,2008,Rio,Fevereiro,2,01-01-2008
4335,2009,Rio,Fevereiro,5,01-01-2009
4336,2010,Rio,Fevereiro,73,01-01-2010
4337,2011,Rio,Fevereiro,36,01-01-2011
4338,2012,Rio,Fevereiro,11,01-01-2012
4339,2013,Rio,Fevereiro,12,01-01-2013
4340,2014,Rio,Fevereiro,116,01-01-2014
4341,2015,Rio,Fevereiro,36,01-01-2015
4342,2016,Rio,Fevereiro,16,01-01-2016
4343,2017,Rio,Fevereiro,34,01-01-2017
4344,1998,Rio,Março,0,01-01-1998
4345,1999,Rio,Março,0,01-01-1999
4346,2000,Rio,Março,0,01-01-2000
4347,2001,Rio,Março,0,01-01-2001
4348,2002,Rio,Março,1,01-01-2002
4349,2003,Rio,Março,23,01-01-2003
4350,2004,Rio,Março,4,01-01-2004
4351,2005,Rio,Março,7,01-01-2005
4352,2006,Rio,Março,8,01-01-2006
4353,2007,Rio,Março,27,01-01-2007
4354,2008,Rio,Março,2,01-01-2008
4355,2009,Rio,Março,5,01-01-2009
4356,2010,Rio,Março,10,01-01-2010
4357,2011,Rio,Março,7,01-01-2011
4358,2012,Rio,Março,20,01-01-2012
4359,2013,Rio,Março,9,01-01-2013
4360,2014,Rio,Março,38,01-01-2014
4361,2015,Rio,Março,23,01-01-2015
4362,2016,Rio,Março,16,01-01-2016
4363,2017,Rio,Março,10,01-01-2017
4364,1998,Rio,Abril,0,01-01-1998
4365,1999,Rio,Abril,1,01-01-1999
4366,2000,Rio,Abril,2,01-01-2000
4367,2001,Rio,Abril,2,01-01-2001
4368,2002,Rio,Abril,8,01-01-2002
4369,2003,Rio,Abril,11,01-01-2003
4370,2004,Rio,Abril,3,01-01-2004
4371,2005,Rio,Abril,1,01-01-2005
4372,2006,Rio,Abril,8,01-01-2006
4373,2007,Rio,Abril,9,01-01-2007
4374,2008,Rio,Abril,2,01-01-2008
4375,2009,Rio,Abril,1,01-01-2009
4376,2010,Rio,Abril,10,01-01-2010
4377,2011,Rio,Abril,12,01-01-2011
4378,2012,Rio,Abril,12,01-01-2012
4379,2013,Rio,Abril,9,01-01-2013
4380,2014,Rio,Abril,25,01-01-2014
4381,2015,Rio,Abril,24,01-01-2015
4382,2016,Rio,Abril,45,01-01-2016
4383,2017,Rio,Abril,12,01-01-2017
4384,1998,Rio,Maio,0,01-01-1998
4385,1999,Rio,Maio,7,01-01-1999
4386,2000,Rio,Maio,5,01-01-2000
4387,2001,Rio,Maio,4,01-01-2001
4388,2002,Rio,Maio,4,01-01-2002
4389,2003,Rio,Maio,1,01-01-2003
4390,2004,Rio,Maio,0,01-01-2004
4391,2005,Rio,Maio,11,01-01-2005
4392,2006,Rio,Maio,4,01-01-2006
4393,2007,Rio,Maio,2,01-01-2007
4394,2008,Rio,Maio,0,01-01-2008
4395,2009,Rio,Maio,37,01-01-2009
4396,2010,Rio,Maio,6,01-01-2010
4397,2011,Rio,Maio,17,01-01-2011
4398,2012,Rio,Maio,18,01-01-2012
4399,2013,Rio,Maio,16,01-01-2013
4400,2014,Rio,Maio,20,01-01-2014
4401,2015,Rio,Maio,21,01-01-2015
4402,2016,Rio,Maio,30,01-01-2016
4403,2017,Rio,Maio,15,01-01-2017
4404,1998,Rio,Junho,3,01-01-1998
4405,1999,Rio,Junho,8,01-01-1999
4406,2000,Rio,Junho,14,01-01-2000
4407,2001,Rio,Junho,13,01-01-2001
4408,2002,Rio,Junho,13,01-01-2002
4409,2003,Rio,Junho,13,01-01-2003
4410,2004,Rio,Junho,19,01-01-2004
4411,2005,Rio,Junho,16,01-01-2005
4412,2006,Rio,Junho,19,01-01-2006
4413,2007,Rio,Junho,3,01-01-2007
4414,2008,Rio,Junho,4,01-01-2008
4415,2009,Rio,Junho,33,01-01-2009
4416,2010,Rio,Junho,7,01-01-2010
4417,2011,Rio,Junho,33,01-01-2011
4418,2012,Rio,Junho,14,01-01-2012
4419,2013,Rio,Junho,17,01-01-2013
4420,2014,Rio,Junho,54,01-01-2014
4421,2015,Rio,Junho,33,01-01-2015
4422,2016,Rio,Junho,37,01-01-2016
4423,2017,Rio,Junho,68,01-01-2017
4424,1998,Rio,Julho,21,01-01-1998
4425,1999,Rio,Julho,14,01-01-1999
4426,2000,Rio,Julho,22,01-01-2000
4427,2001,Rio,Julho,57,01-01-2001
4428,2002,Rio,Julho,17,01-01-2002
4429,2003,Rio,Julho,42,01-01-2003
4430,2004,Rio,Julho,23,01-01-2004
4431,2005,Rio,Julho,20,01-01-2005
4432,2006,Rio,Julho,54,01-01-2006
4433,2007,Rio,Julho,15,01-01-2007
4434,2008,Rio,Julho,14,01-01-2008
4435,2009,Rio,Julho,56,01-01-2009
4436,2010,Rio,Julho,55,01-01-2010
4437,2011,Rio,Julho,121,01-01-2011
4438,2012,Rio,Julho,50,01-01-2012
4439,2013,Rio,Julho,58,01-01-2013
4440,2014,Rio,Julho,62,01-01-2014
4441,2015,Rio,Julho,74,01-01-2015
4442,2016,Rio,Julho,131,01-01-2016
4443,2017,Rio,Julho,70,01-01-2017
4444,1998,Rio,Agosto,21,01-01-1998
4445,1999,Rio,Agosto,88,01-01-1999
4446,2000,Rio,Agosto,34,01-01-2000
4447,2001,Rio,Agosto,129,01-01-2001
4448,2002,Rio,Agosto,184,01-01-2002
4449,2003,Rio,Agosto,191,01-01-2003
4450,2004,Rio,Agosto,74,01-01-2004
4451,2005,Rio,Agosto,98,01-01-2005
4452,2006,Rio,Agosto,79,01-01-2006
4453,2007,Rio,Agosto,189,01-01-2007
4454,2008,Rio,Agosto,19,01-01-2008
4455,2009,Rio,Agosto,91,01-01-2009
4456,2010,Rio,Agosto,316,01-01-2010
4457,2011,Rio,Agosto,250,01-01-2011
4458,2012,Rio,Agosto,72,01-01-2012
4459,2013,Rio,Agosto,74,01-01-2013
4460,2014,Rio,Agosto,199,01-01-2014
4461,2015,Rio,Agosto,158,01-01-2015
4462,2016,Rio,Agosto,241,01-01-2016
4463,2017,Rio,Agosto,164,01-01-2017
4464,1998,Rio,Setembro,44,01-01-1998
4465,1999,Rio,Setembro,192,01-01-1999
4466,2000,Rio,Setembro,16,01-01-2000
4467,2001,Rio,Setembro,60,01-01-2001
4468,2002,Rio,Setembro,45,01-01-2002
4469,2003,Rio,Setembro,166,01-01-2003
4470,2004,Rio,Setembro,205,01-01-2004
4471,2005,Rio,Setembro,46,01-01-2005
4472,2006,Rio,Setembro,197,01-01-2006
4473,2007,Rio,Setembro,223,01-01-2007
4474,2008,Rio,Setembro,132,01-01-2008
4475,2009,Rio,Setembro,90,01-01-2009
4476,2010,Rio,Setembro,353,01-01-2010
4477,2011,Rio,Setembro,510,01-01-2011
4478,2012,Rio,Setembro,172,01-01-2012
4479,2013,Rio,Setembro,117,01-01-2013
4480,2014,Rio,Setembro,318,01-01-2014
4481,2015,Rio,Setembro,85,01-01-2015
4482,2016,Rio,Setembro,195,01-01-2016
4483,2017,Rio,Setembro,728,01-01-2017
4484,1998,Rio,Outubro,6,01-01-1998
4485,1999,Rio,Outubro,30,01-01-1999
4486,2000,Rio,Outubro,25,01-01-2000
4487,2001,Rio,Outubro,33,01-01-2001
4488,2002,Rio,Outubro,313,01-01-2002
4489,2003,Rio,Outubro,81,01-01-2003
4490,2004,Rio,Outubro,26,01-01-2004
4491,2005,Rio,Outubro,116,01-01-2005
4492,2006,Rio,Outubro,12,01-01-2006
4493,2007,Rio,Outubro,137,01-01-2007
4494,2008,Rio,Outubro,42,01-01-2008
4495,2009,Rio,Outubro,18,01-01-2009
4496,2010,Rio,Outubro,35,01-01-2010
4497,2011,Rio,Outubro,114,01-01-2011
4498,2012,Rio,Outubro,163,01-01-2012
4499,2013,Rio,Outubro,44,01-01-2013
4500,2014,Rio,Outubro,500,01-01-2014
4501,2015,Rio,Outubro,96,01-01-2015
4502,2016,Rio,Outubro,30,01-01-2016
4503,2017,Rio,Outubro,238,01-01-2017
4504,1998,Rio,Novembro,6,01-01-1998
4505,1999,Rio,Novembro,16,01-01-1999
4506,2000,Rio,Novembro,2,01-01-2000
4507,2001,Rio,Novembro,4,01-01-2001
4508,2002,Rio,Novembro,11,01-01-2002
4509,2003,Rio,Novembro,5,01-01-2003
4510,2004,Rio,Novembro,49,01-01-2004
4511,2005,Rio,Novembro,12,01-01-2005
4512,2006,Rio,Novembro,1,01-01-2006
4513,2007,Rio,Novembro,1,01-01-2007
4514,2008,Rio,Novembro,0,01-01-2008
4515,2009,Rio,Novembro,27,01-01-2009
4516,2010,Rio,Novembro,23,01-01-2010
4517,2011,Rio,Novembro,20,01-01-2011
4518,2012,Rio,Novembro,13,01-01-2012
4519,2013,Rio,Novembro,28,01-01-2013
4520,2014,Rio,Novembro,36,01-01-2014
4521,2015,Rio,Novembro,6,01-01-2015
4522,2016,Rio,Novembro,19,01-01-2016
4523,2017,Rio,Novembro,43,01-01-2017
4524,1998,Rio,Dezembro,1,01-01-1998
4525,1999,Rio,Dezembro,0,01-01-1999
4526,2000,Rio,Dezembro,0,01-01-2000
4527,2001,Rio,Dezembro,2,01-01-2001
4528,2002,Rio,Dezembro,8,01-01-2002
4529,2003,Rio,Dezembro,10,01-01-2003
4530,2004,Rio,Dezembro,9,01-01-2004
4531,2005,Rio,Dezembro,2,01-01-2005
4532,2006,Rio,Dezembro,0,01-01-2006
4533,2007,Rio,Dezembro,0,01-01-2007
4534,2008,Rio,Dezembro,6,01-01-2008
4535,2009,Rio,Dezembro,1,01-01-2009
4536,2010,Rio,Dezembro,10,01-01-2010
4537,2011,Rio,Dezembro,3,01-01-2011
4538,2012,Rio,Dezembro,18,01-01-2012
4539,2013,Rio,Dezembro,12,01-01-2013
4540,2014,Rio,Dezembro,25,01-01-2014
4541,2015,Rio,Dezembro,11,01-01-2015
4542,2016,Rio,Dezembro,5,01-01-2016
4543,1998,Rio,Janeiro,0,01-01-1998
4544,1999,Rio,Janeiro,32,01-01-1999
4545,2000,Rio,Janeiro,1,01-01-2000
4546,2001,Rio,Janeiro,2,01-01-2001
4547,2002,Rio,Janeiro,4,01-01-2002
4548,2003,Rio,Janeiro,113,01-01-2003
4549,2004,Rio,Janeiro,44,01-01-2004
4550,2005,Rio,Janeiro,153,01-01-2005
4551,2006,Rio,Janeiro,93,01-01-2006
4552,2007,Rio,Janeiro,63,01-01-2007
4553,2008,Rio,Janeiro,70,01-01-2008
4554,2009,Rio,Janeiro,110,01-01-2009
4555,2010,Rio,Janeiro,32,01-01-2010
4556,2011,Rio,Janeiro,15,01-01-2011
4557,2012,Rio,Janeiro,72,01-01-2012
4558,2013,Rio,Janeiro,25,01-01-2013
4559,2014,Rio,Janeiro,34,01-01-2014
4560,2015,Rio,Janeiro,45,01-01-2015
4561,2016,Rio,Janeiro,15,01-01-2016
4562,2017,Rio,Janeiro,28,01-01-2017
4563,1998,Rio,Fevereiro,0,01-01-1998
4564,1999,Rio,Fevereiro,11,01-01-1999
4565,2000,Rio,Fevereiro,7,01-01-2000
4566,2001,Rio,Fevereiro,0,01-01-2001
4567,2002,Rio,Fevereiro,18,01-01-2002
4568,2003,Rio,Fevereiro,9,01-01-2003
4569,2004,Rio,Fevereiro,5,01-01-2004
4570,2005,Rio,Fevereiro,42,01-01-2005
4571,2006,Rio,Fevereiro,21,01-01-2006
4572,2007,Rio,Fevereiro,9,01-01-2007
4573,2008,Rio,Fevereiro,25,01-01-2008
4574,2009,Rio,Fevereiro,8,01-01-2009
4575,2010,Rio,Fevereiro,12,01-01-2010
4576,2011,Rio,Fevereiro,5,01-01-2011
4577,2012,Rio,Fevereiro,13,01-01-2012
4578,2013,Rio,Fevereiro,24,01-01-2013
4579,2014,Rio,Fevereiro,8,01-01-2014
4580,2015,Rio,Fevereiro,15,01-01-2015
4581,2016,Rio,Fevereiro,2,01-01-2016
4582,2017,Rio,Fevereiro,10,01-01-2017
4583,1998,Rio,Março,0,01-01-1998
4584,1999,Rio,Março,9,01-01-1999
4585,2000,Rio,Março,11,01-01-2000
4586,2001,Rio,Março,0,01-01-2001
4587,2002,Rio,Março,3,01-01-2002
4588,2003,Rio,Março,1,01-01-2003
4589,2004,Rio,Março,1,01-01-2004
4590,2005,Rio,Março,15,01-01-2005
4591,2006,Rio,Março,8,01-01-2006
4592,2007,Rio,Março,7,01-01-2007
4593,2008,Rio,Março,3,01-01-2008
4594,2009,Rio,Março,2,01-01-2009
4595,2010,Rio,Março,23,01-01-2010
4596,2011,Rio,Março,3,01-01-2011
4597,2012,Rio,Março,2,01-01-2012
4598,2013,Rio,Março,6,01-01-2013
4599,2014,Rio,Março,6,01-01-2014
4600,2015,Rio,Março,3,01-01-2015
4601,2016,Rio,Março,1,01-01-2016
4602,2017,Rio,Março,3,01-01-2017
4603,1998,Rio,Abril,0,01-01-1998
4604,1999,Rio,Abril,21,01-01-1999
4605,2000,Rio,Abril,16,01-01-2000
4606,2001,Rio,Abril,10,01-01-2001
4607,2002,Rio,Abril,0,01-01-2002
4608,2003,Rio,Abril,2,01-01-2003
4609,2004,Rio,Abril,3,01-01-2004
4610,2005,Rio,Abril,2,01-01-2005
4611,2006,Rio,Abril,2,01-01-2006
4612,2007,Rio,Abril,1,01-01-2007
4613,2008,Rio,Abril,0,01-01-2008
4614,2009,Rio,Abril,1,01-01-2009
4615,2010,Rio,Abril,7,01-01-2010
4616,2011,Rio,Abril,0,01-01-2011
4617,2012,Rio,Abril,4,01-01-2012
4618,2013,Rio,Abril,7,01-01-2013
4619,2014,Rio,Abril,2,01-01-2014
4620,2015,Rio,Abril,4,01-01-2015
4621,2016,Rio,Abril,0,01-01-2016
4622,2017,Rio,Abril,6,01-01-2017
4623,1998,Rio,Maio,0,01-01-1998
4624,1999,Rio,Maio,1,01-01-1999
4625,2000,Rio,Maio,3,01-01-2000
4626,2001,Rio,Maio,56,01-01-2001
4627,2002,Rio,Maio,6,01-01-2002
4628,2003,Rio,Maio,0,01-01-2003
4629,2004,Rio,Maio,2,01-01-2004
4630,2005,Rio,Maio,3,01-01-2005
4631,2006,Rio,Maio,0,01-01-2006
4632,2007,Rio,Maio,2,01-01-2007
4633,2008,Rio,Maio,0,01-01-2008
4634,2009,Rio,Maio,0,01-01-2009
4635,2010,Rio,Maio,3,01-01-2010
4636,2011,Rio,Maio,0,01-01-2011
4637,2012,Rio,Maio,14,01-01-2012
4638,2013,Rio,Maio,2,01-01-2013
4639,2014,Rio,Maio,2,01-01-2014
4640,2015,Rio,Maio,4,01-01-2015
4641,2016,Rio,Maio,1,01-01-2016
4642,2017,Rio,Maio,2,01-01-2017
4643,1998,Rio,Junho,1,01-01-1998
4644,1999,Rio,Junho,4,01-01-1999
4645,2000,Rio,Junho,8,01-01-2000
4646,2001,Rio,Junho,13,01-01-2001
